drug_id,smiles,hsa_id
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa2949
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa257202
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa493869
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa2882
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa4258
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa119391
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa231
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa4318
D00014,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,hsa1576
D04185,COc1ccc(C(C)=NOC(N)=O)cc1OC1CCCC1,hsa5141
D04185,COc1ccc(C(C)=NOC(N)=O)cc1OC1CCCC1,hsa5142
D04185,COc1ccc(C(C)=NOC(N)=O)cc1OC1CCCC1,hsa5143
D04185,COc1ccc(C(C)=NOC(N)=O)cc1OC1CCCC1,hsa5144
D03769,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O.O.O,hsa1636
D05932,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,hsa10724
D00969,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,hsa5743
D00969,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,hsa5742
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa8841
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa9734
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa3065
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa9759
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa79885
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa51564
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa83933
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa55869
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa10013
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa10014
D08870,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,hsa3066
D10419,CC(=N)NCCSCC(C)(N)C(=O)O.CC(=N)NCCSCC(C)(N)C(=O)O.Cl.O=C(O)C=CC(=O)O,hsa4843
D00123,N#CN,hsa217
D00123,N#CN,hsa224
D00123,N#CN,hsa219
D00123,N#CN,hsa1513
D00123,N#CN,hsa760
D03800,CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,hsa4312
D03800,CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,hsa4313
D03800,CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,hsa4317
D03800,CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,hsa4318
D03800,CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,hsa4323
D07568,NCc1ccc(C(=O)O)cc1,hsa5340
D03758,NCCCCC(NC1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,hsa1636
D05177,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],hsa3242
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa3066
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa3065
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa55869
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa8841
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa10013
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa9759
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa10014
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa51564
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa9734
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa79885
D06320,O=C(CCCCCCC(=O)Nc1ccccc1)NO,hsa83933
D05032,CCCCN1CC(O)C(O)C(O)C1CO,hsa7357
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa64902
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa2571
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa102724560
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa875
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa8942
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa6470
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa9054
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa2805
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa4942
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa4953
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa51166
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa18
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa55163
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa8879
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa6898
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa883
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa5836
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa9517
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa51380
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa3067
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa113451
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa10993
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa23464
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa2731
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa2875
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa29968
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa211
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa189
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa57026
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa10558
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa1491
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa586
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa587
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa10841
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa2806
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa5834
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa5837
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa1644
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa51540
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa2572
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa56267
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa339896
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa85007
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa6472
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa212
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa84706
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa55034
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa113675
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa63826
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa51091
D00006,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,hsa55304
D11691,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,hsa6714
D00889,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],hsa3156
D08955,CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,hsa1513
D00186,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,hsa7153
D00186,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,hsa7155
D10223,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,hsa695
D03829,CCC(CC)C(NC(C)=O)C1C(NC(=N)N)CC(C(=O)O)C1O.O.O.O,hsa10825
D03829,CCC(CC)C(NC(C)=O)C1C(NC(=N)N)CC(C(=O)O)C1O.O.O.O,hsa129807
D03829,CCC(CC)C(NC(C)=O)C1C(NC(=N)N)CC(C(=O)O)C1O.O.O.O,hsa4758
D03829,CCC(CC)C(NC(C)=O)C1C(NC(=N)N)CC(C(=O)O)C1O.O.O.O,hsa4759
D00503,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,hsa1565
D00503,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,hsa1576
D11454,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,hsa4914
D11454,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,hsa6098
D11454,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,hsa4916
D11454,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,hsa238
D00942,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],hsa2224
D02562,C#CCNC1CCc2ccccc21.CS(=O)(=O)O,hsa4129
D02562,C#CCNC1CCc2ccccc21.CS(=O)(=O)O,hsa4128
D00148,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,hsa2677
D00108,II,hsa4540
D11506,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1C1CNC(=O)C1.Cl,hsa5293
D02304,NCCCCC(N)C(=O)O,hsa3735
D03753,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,hsa1636
D11136,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,hsa4233
D00161,O.S=c1nc[nH]c2nc[nH]c12,hsa3251
D00161,O.S=c1nc[nH]c2nc[nH]c12,hsa3615
D00161,O.S=c1nc[nH]c2nc[nH]c12,hsa5471
