drug_id,hsa_id
D01268,hsa2559
D01268,hsa2560
D01268,hsa2562
D01268,hsa2561
D01268,hsa2563
D01268,hsa2564
D01268,hsa2565
D01268,hsa2566
D01268,hsa2567
D01268,hsa2568
D01268,hsa55879
D04657,hsa775
D04657,hsa776
D04657,hsa778
D04657,hsa779
D04657,hsa782
D04657,hsa783
D04657,hsa784
D04657,hsa785
D06204,hsa2904
D10072,hsa2905
D10072,hsa2903
D10072,hsa6532
D10072,hsa116444
D10072,hsa116443
D10072,hsa2906
D10072,hsa2904
D10072,hsa6530
D10072,hsa2902
D00282,hsa3783
D01849,hsa775
D01849,hsa776
D01849,hsa778
D01849,hsa779
D01849,hsa786
D00798,hsa3763
D00798,hsa3757
D04720,hsa3767
D04720,hsa3764
D06146,hsa2902
D06146,hsa2903
D06146,hsa2904
D06146,hsa2905
D06146,hsa2906
D00612,hsa57053
D01254,hsa2562
D01254,hsa2566
D01254,hsa2565
D01254,hsa2567
D01254,hsa2560
D01254,hsa2563
D01254,hsa2557
D01254,hsa2559
D01254,hsa2568
D01254,hsa55879
D01254,hsa2554
D01254,hsa2561
D01254,hsa2564
D01254,hsa2555
D01254,hsa2558
D01254,hsa2556
D10790,hsa781
D10790,hsa9254
D01179,hsa6532
D01179,hsa6531
D01179,hsa6530
D06656,hsa2890
D06656,hsa2891
D06656,hsa2892
D06656,hsa2893
D06656,hsa2897
D06656,hsa2898
D06656,hsa2899
D06656,hsa2900
D06656,hsa2901
D09215,hsa6331
D09215,hsa6323
D09215,hsa6335
D09215,hsa6326
D09215,hsa6329
D09215,hsa5025
D09215,hsa6336
D09215,hsa11280
D09215,hsa6334
D09215,hsa6328
D08064,hsa2902
D08064,hsa2904
D06177,hsa3767
D06177,hsa6833
D06177,hsa3758
D10304,hsa6261
D10304,hsa6262
D10304,hsa6263
D01712,hsa1080
D01712,hsa3783
D01712,hsa6261
D01712,hsa6262
D01712,hsa6263
D00399,hsa6331
D00399,hsa6323
D00399,hsa6324
D00399,hsa6328
D00399,hsa6336
D00399,hsa6335
D00399,hsa6329
D00399,hsa11280
D00399,hsa6326
D00399,hsa6332
D00399,hsa6334
D00399,hsa6327
D00399,hsa55800
D00399,hsa6330
D00399,hsa8913
D00399,hsa8912
D00399,hsa8911
D08275,hsa1179
D08275,hsa9635
D08275,hsa22802
D08275,hsa1187
DB01338,hsa1135
D08409,hsa2902
D08409,hsa2906
D08409,hsa2904
D08409,hsa2905
D08409,hsa116444
D08409,hsa116443
D08409,hsa2903
D08409,hsa2554
D08409,hsa2555
D08409,hsa2556
D08409,hsa2557
D08409,hsa2558
D08409,hsa2559
D08409,hsa2560
D08409,hsa2561
D08409,hsa2562
D08409,hsa2563
D08409,hsa2564
D08409,hsa2565
D08409,hsa2566
D08409,hsa2567
D08409,hsa2568
D08409,hsa55879
D01554,hsa6323
D01554,hsa6326
D01554,hsa6328
D01554,hsa6329
D01554,hsa6331
D01554,hsa6334
D01554,hsa6335
D01554,hsa6336
D01554,hsa11280
D11179,hsa6335
D00477,hsa6323
D00477,hsa6326
D00477,hsa6328
D00477,hsa6329
D00477,hsa6331
D00477,hsa6334
D00477,hsa6335
D00477,hsa6336
D00477,hsa11280
D00477,hsa3757
D07862,hsa6531
D08596,hsa2902
D08596,hsa2903
D08596,hsa2904
D08596,hsa2905
D08596,hsa2906
D06016,hsa1136
D06016,hsa1137
D06016,hsa1141
D06016,hsa1143
D07601,hsa6532
D04034,hsa3781
D04034,hsa3782
D04034,hsa3757
D06106,hsa2554
D06106,hsa3767
D06106,hsa3764
D06106,hsa2555
D06106,hsa2556
D06106,hsa2557
D06106,hsa2558
D06106,hsa2559
D06106,hsa2560
D06106,hsa2562
D06106,hsa2561
D06106,hsa2563
D06106,hsa2564
D06106,hsa2565
D06106,hsa2566
D06106,hsa2567
D06106,hsa2568
D06106,hsa55879
D00011,hsa2905
D00011,hsa116444
D00011,hsa2903
D00011,hsa2743
D00011,hsa8001
D00011,hsa2741
D00011,hsa2742
D00495,hsa8911
D00495,hsa775
D00495,hsa776
D00495,hsa778
D00495,hsa779
D02630,hsa8913
D02630,hsa8912
D02630,hsa8911
D00882,hsa3757
D00882,hsa3783
D00882,hsa81033
D00882,hsa90134
D00882,hsa3778
D00882,hsa3779
D00882,hsa10242
D00882,hsa27094
D00882,hsa27345
D00882,hsa3780
D00882,hsa3781
D00882,hsa3782
D00555,hsa1139
D00555,hsa2898
D00555,hsa2891
D00555,hsa1137
D00555,hsa2554
D00555,hsa2555
D00555,hsa2556
D00555,hsa2557
D00555,hsa2558
D00555,hsa2559
D00555,hsa2560
D00555,hsa2562
D00555,hsa2561
D00555,hsa2563
D00555,hsa2564
D00555,hsa2565
D00555,hsa2566
D00555,hsa2567
D00555,hsa2568
D00555,hsa55879
D03155,hsa2554
D03155,hsa2555
D03155,hsa2556
D03155,hsa2557
D03155,hsa2558
D03155,hsa2559
D03155,hsa2560
D03155,hsa2562
D03155,hsa2561
D03155,hsa2563
D03155,hsa2564
D03155,hsa2565
D03155,hsa2566
D03155,hsa2567
D03155,hsa2568
D03155,hsa55879
D00064,hsa79054
D00064,hsa783
D00064,hsa775
D00064,hsa784
D00064,hsa162514
D00064,hsa778
D00064,hsa8989
D00064,hsa776
D00064,hsa785
D00064,hsa779
D00064,hsa773
D00064,hsa782
D02102,hsa1141
D02102,hsa2905
D02102,hsa1136
D02102,hsa3359
D02102,hsa2903
D02102,hsa116444
D02102,hsa1139
D02102,hsa116443
D02102,hsa2906
D02102,hsa2904
D02102,hsa1137
D02102,hsa2902
D08111,hsa775
D08111,hsa776
D08111,hsa779
D08111,hsa778
D08111,hsa786
D02347,hsa6261
D01856,hsa3752
D01856,hsa3757
D01856,hsa3768
D01593,hsa2554
D01593,hsa2555
D01593,hsa2556
D01593,hsa2557
D01593,hsa2558
D01593,hsa2559
D01593,hsa2560
D01593,hsa2562
D01593,hsa2561
D01593,hsa2563
D01593,hsa2564
D01593,hsa2565
D01593,hsa2566
D01593,hsa2567
D01593,hsa2568
D01593,hsa55879
D07704,hsa6531
D07704,hsa6532
D07704,hsa6530
D01657,hsa2562
D01657,hsa2566
D01657,hsa2565
D01657,hsa2567
D01657,hsa2560
D01657,hsa2563
D01657,hsa2557
D01657,hsa2559
D01657,hsa2568
D01657,hsa55879
D01657,hsa2554
D01657,hsa2561
D01657,hsa2564
D01657,hsa2555
D01657,hsa2558
D01657,hsa2556
D00741,hsa6323
D00741,hsa6326
D00741,hsa6328
D00741,hsa6329
D00741,hsa6331
D00741,hsa6334
D00741,hsa6335
D00741,hsa6336
D00741,hsa11280
D00741,hsa8645
D01151,hsa775
D01151,hsa776
D01151,hsa778
D01151,hsa779
D09789,hsa775
D09789,hsa776
D09789,hsa778
D09789,hsa779
D06640,hsa3783
D06129,hsa775
D06129,hsa776
D06129,hsa778
D06129,hsa779
D02410,hsa2902
D02410,hsa2903
D02410,hsa2904
D02410,hsa2905
D02410,hsa2906
D00759,hsa1141
D00759,hsa1143
D00759,hsa55584
D00759,hsa1136
D00759,hsa1138
D00759,hsa1139
D00759,hsa1135
D00759,hsa1137
D00759,hsa57053
D00759,hsa1142
D00759,hsa8973
D03580,hsa1134
D03580,hsa1135
D03580,hsa1136
D03580,hsa1137
D03580,hsa1138
D03580,hsa1139
D03580,hsa55584
D03580,hsa57053
D03580,hsa8973
DB14533,hsa2741
D01369,hsa775
D01369,hsa776
D01369,hsa778
D01369,hsa779
D02770,hsa2554
D02770,hsa2555
D02770,hsa2556
D02770,hsa2557
D02770,hsa2558
D02770,hsa2559
D02770,hsa2560
D02770,hsa2562
D02770,hsa2561
D02770,hsa2563
D02770,hsa2564
D02770,hsa2565
D02770,hsa2566
D02770,hsa2567
D02770,hsa2568
D02770,hsa55879
D02770,hsa2570
D02770,hsa2569
D02770,hsa200959
DB01090,hsa1136
DB01090,hsa57053
DB01090,hsa1143
D02914,hsa775
D02914,hsa776
D02914,hsa778
D02914,hsa779
D02914,hsa773
D02914,hsa774
D02914,hsa8911
D02914,hsa55799
D02914,hsa782
D00519,hsa3778
D00709,hsa774
D00709,hsa6323
D00709,hsa8913
D00418,hsa3758
D00418,hsa3767
D00418,hsa6833
D08421,hsa6331
D08421,hsa3757
D08421,hsa6323
D08421,hsa6335
D08421,hsa6326
D08421,hsa6329
D08421,hsa6336
D08421,hsa11280
D08421,hsa6334
D08421,hsa6328
D07678,hsa116443
D07678,hsa6531
D07678,hsa57053
D07678,hsa3359
D07678,hsa6336
D07678,hsa6323
D07678,hsa6326
D07678,hsa6328
D07678,hsa6329
D07678,hsa6331
D07678,hsa6334
D07678,hsa6335
D07678,hsa11280
D00531,hsa2554
D00531,hsa2555
D00531,hsa2556
D00531,hsa2557
D00531,hsa2558
D00531,hsa2559
D00531,hsa2560
D00531,hsa2561
D00531,hsa2562
D00531,hsa2563
D00531,hsa2564
D00531,hsa2565
D00531,hsa2566
D00531,hsa2567
D00531,hsa2568
D00531,hsa55879
D00531,hsa2569
D00531,hsa2570
D00531,hsa200959
D00531,hsa6323
D00999,hsa1134
D00999,hsa1135
D00999,hsa1136
D00999,hsa1137
D00999,hsa1138
D00999,hsa8973
D00999,hsa1139
D00999,hsa55584
D00999,hsa57053
D00999,hsa1140
D00999,hsa1141
D00999,hsa1142
D00999,hsa1143
D00999,hsa1144
D00999,hsa1145
D00999,hsa1146
D00552,hsa6336
D00552,hsa6323
D00552,hsa6326
D00552,hsa6328
D00552,hsa6329
D00552,hsa6331
D00552,hsa6334
D00552,hsa6335
D00552,hsa11280
D00552,hsa51802
D00552,hsa55515
D00552,hsa55800
D00552,hsa6324
D00552,hsa6330
D00552,hsa6332
D00552,hsa6337
D00552,hsa6338
D00552,hsa6339
D00552,hsa6340
D00552,hsa9311
D07970,hsa6326
D07867,hsa9177
D07867,hsa3359
D07867,hsa285242
D07867,hsa170572
D07867,hsa200909
D01553,hsa775
D01553,hsa776
D01553,hsa778
D01553,hsa779
D00638,hsa6323
D00638,hsa6326
D00638,hsa6328
D00638,hsa6329
D00638,hsa6331
D00638,hsa6334
D00638,hsa6335
D00638,hsa6336
D00638,hsa11280
D00638,hsa3736
D00638,hsa3737
D00638,hsa3741
D00638,hsa3743
D00638,hsa3746
D00638,hsa6262
D00638,hsa3757
D02616,hsa2554
D02616,hsa2555
D02616,hsa2556
D02616,hsa2557
D02616,hsa2558
D02616,hsa2559
D02616,hsa2560
D02616,hsa2562
D02616,hsa2561
D02616,hsa2563
D02616,hsa2564
D02616,hsa2565
D02616,hsa2566
D02616,hsa2567
D02616,hsa2568
D02616,hsa55879
D01450,hsa6323
D01450,hsa6326
D01450,hsa6328
D01450,hsa6329
D01450,hsa6331
D01450,hsa6334
D01450,hsa6335
D01450,hsa6336
D01450,hsa11280
D01450,hsa3741
D01450,hsa3752
D01450,hsa3763
D01450,hsa8645
D00451,hsa285242
D00451,hsa3359
D00451,hsa9177
D08507,hsa2554
D08507,hsa2555
D08507,hsa2556
D08507,hsa2557
D08507,hsa2558
D08507,hsa2559
D08507,hsa2560
D08507,hsa2562
D08507,hsa2561
D08507,hsa2563
D08507,hsa2564
D08507,hsa2565
D08507,hsa2566
D08507,hsa2567
D08507,hsa2568
D08507,hsa55879
D03991,hsa6323
D03991,hsa6326
D03991,hsa6328
D03991,hsa6329
D03991,hsa6331
D03991,hsa6334
D03991,hsa6335
D03991,hsa6336
D03991,hsa11280
D03655,hsa775
D03655,hsa776
D03655,hsa778
D03655,hsa779
D01245,hsa2554
D01245,hsa2555
D01245,hsa2556
D01245,hsa2557
D01245,hsa2558
D01245,hsa2559
D01245,hsa2560
D01245,hsa2561
D01245,hsa2562
D01245,hsa2563
D01245,hsa2564
D01245,hsa2565
D01245,hsa2566
D01245,hsa2567
D01245,hsa2568
D01245,hsa55879
D01245,hsa2569
D01245,hsa2570
D01245,hsa200959
D00804,hsa8001
D00804,hsa2562
D05443,hsa6323
D04048,hsa6323
D04048,hsa6326
D04048,hsa6328
D04048,hsa6329
D04048,hsa6331
D04048,hsa6334
D04048,hsa6335
D04048,hsa6336
D04048,hsa11280
D04048,hsa8645
DB09409,hsa2902
DB09409,hsa2906
DB09409,hsa2904
DB09409,hsa2905
DB09409,hsa116444
DB09409,hsa116443
DB09409,hsa2903
D07784,hsa2554
D07784,hsa2555
D07784,hsa2556
D07784,hsa2557
D07784,hsa2558
D07784,hsa2559
D07784,hsa2560
D07784,hsa2562
D07784,hsa2561
D07784,hsa2563
D07784,hsa2564
D07784,hsa2565
D07784,hsa2566
D07784,hsa2567
D07784,hsa2568
D07784,hsa55879
D00340,hsa3778
D01785,hsa6323
D01785,hsa6326
D01785,hsa6328
D01785,hsa6329
D01785,hsa6331
D01785,hsa6334
D01785,hsa6335
D01785,hsa6336
D01785,hsa11280
D00764,hsa1135
D00764,hsa1136
D00764,hsa1137
D00764,hsa1138
D00764,hsa8973
D00764,hsa1139
D00764,hsa55584
D00764,hsa57053
D00764,hsa1141
D00764,hsa1142
D00764,hsa1143
D01758,hsa2554
D01758,hsa2555
D01758,hsa2556
D01758,hsa2557
D01758,hsa2558
D01758,hsa2559
D01758,hsa2560
D01758,hsa2562
D01758,hsa2561
D01758,hsa2563
D01758,hsa2564
D01758,hsa2565
D01758,hsa2566
D01758,hsa2567
D01758,hsa2568
D01758,hsa55879
D02261,hsa3738
D02261,hsa9312
D02261,hsa3783
D00105,hsa1137
D11414,hsa2890
D11414,hsa2891
D11414,hsa2892
D11414,hsa2893
D11414,hsa2897
D11414,hsa2898
D11414,hsa2899
D11414,hsa2900
D11414,hsa2901
D11414,hsa2902
D11414,hsa2903
D11414,hsa2904
D11414,hsa2905
D11414,hsa2906
D06253,hsa3359
D06253,hsa285242
D06253,hsa200909
D06253,hsa170572
D06253,hsa9177
D04985,hsa2554
D08155,hsa8913
D08155,hsa783
D08155,hsa775
D08155,hsa784
D08155,hsa778
D08155,hsa8911
D08155,hsa776
D08155,hsa785
D08155,hsa779
D08155,hsa773
D08155,hsa8912
D08155,hsa782
D04282,hsa2554
D04282,hsa2555
D04282,hsa2556
D04282,hsa2557
D04282,hsa2558
D04282,hsa2559
D04282,hsa2560
D04282,hsa2562
D04282,hsa2561
D04282,hsa2563
D04282,hsa2564
D04282,hsa2565
D04282,hsa2566
D04282,hsa2567
D04282,hsa2568
D04282,hsa55879
D05621,hsa2554
D00365,hsa2554
D00365,hsa2555
D00365,hsa2556
D00365,hsa2557
D00365,hsa2558
D00365,hsa2559
D00365,hsa2560
D00365,hsa2561
D00365,hsa2562
D00365,hsa2563
D00365,hsa2564
D00365,hsa2565
D00365,hsa2566
D00365,hsa2567
D00365,hsa2568
D00365,hsa55879
D00337,hsa2902
D00337,hsa2906
D00337,hsa2904
D00337,hsa2905
D00337,hsa116444
D00337,hsa116443
D00337,hsa2903
D00542,hsa116444
D00542,hsa116443
D00542,hsa2903
D00542,hsa2741
D00542,hsa2554
D00542,hsa2555
D00542,hsa2556
D00542,hsa2557
D00542,hsa2558
D00542,hsa2559
D00542,hsa2560
D00542,hsa2561
D00542,hsa2562
D00542,hsa2563
D00542,hsa2564
D00542,hsa2565
D00542,hsa2566
D00542,hsa2567
D00542,hsa2568
D00542,hsa55879
D00542,hsa3783
D00542,hsa3760
D00542,hsa3778
D00542,hsa3777
D00542,hsa51305
D00542,hsa3763
D00542,hsa10369
D00542,hsa27092
D00542,hsa2890
D00542,hsa3708
D00542,hsa3710
D00542,hsa5310
D00542,hsa55503
D00542,hsa55799
D00542,hsa56659
D00542,hsa56660
D00542,hsa59284
D00542,hsa773
D00542,hsa774
D00542,hsa775
D00542,hsa776
D00542,hsa777
D00542,hsa778
D00542,hsa779
D00542,hsa781
D00542,hsa782
D00542,hsa783
D00542,hsa784
D00542,hsa785
D00542,hsa786
D00542,hsa8911
D00542,hsa8912
D00542,hsa8913
D00542,hsa8989
D00542,hsa9254
D00542,hsa93589
D08840,hsa2554
D08840,hsa2555
D08840,hsa2556
D08840,hsa2557
D08840,hsa2558
D08840,hsa2559
D08840,hsa2560
D08840,hsa2562
D08840,hsa2561
D08840,hsa2563
D08840,hsa2564
D08840,hsa2565
D08840,hsa2566
D08840,hsa2567
D08840,hsa2568
D08840,hsa55879
D00326,hsa3763
D00326,hsa3780
D00326,hsa3781
D00326,hsa3782
D00326,hsa1135
D00326,hsa1143
D00326,hsa6532
D00326,hsa1136
D00326,hsa3757
D02321,hsa3757
D00730,hsa93589
D00730,hsa784
D00730,hsa3772
D00730,hsa8989
D00730,hsa8912
D00730,hsa8911
D00730,hsa10368
D00730,hsa775
D00730,hsa3750
D00730,hsa3764
D00730,hsa9254
D00730,hsa59283
D00730,hsa785
D00730,hsa10369
D00730,hsa3751
D00730,hsa3767
D00730,hsa773
D00730,hsa3768
D00730,hsa59341
D00730,hsa783
D00730,hsa27092
D00730,hsa779
D00730,hsa3752
D00730,hsa3758
D00730,hsa777
D00730,hsa778
D00730,hsa786
D00730,hsa59285
D00730,hsa8913
D00730,hsa55799
D00730,hsa3770
D00730,hsa3766
D00730,hsa781
D00730,hsa776
D00730,hsa27091
D00730,hsa59284
D00730,hsa782
D00730,hsa774
D05145,hsa2904
D10171,hsa3359
D10171,hsa285242
D10171,hsa200909
D10171,hsa170572
D10171,hsa9177
D00640,hsa6323
D00640,hsa6326
D00640,hsa6328
D00640,hsa6329
D00640,hsa6331
D00640,hsa6334
D00640,hsa6335
D00640,hsa6336
D00640,hsa11280
D00640,hsa3741
D00640,hsa8645
D00640,hsa3757
D01599,hsa6833
D01599,hsa3767
D08459,hsa6331
D08459,hsa6323
D08459,hsa6335
D08459,hsa2891
D08459,hsa3775
D08459,hsa6326
D08459,hsa6329
D08459,hsa6336
D08459,hsa11280
D08459,hsa2554
D08459,hsa6334
D08459,hsa2555
D08459,hsa6328
D02537,hsa775
D02537,hsa776
D02537,hsa778
D02537,hsa779
D02537,hsa782
D02537,hsa783
D02537,hsa784
D02537,hsa785
D02537,hsa3757
D02537,hsa3776
D02537,hsa6323
D02537,hsa3752
D02537,hsa3784
D02537,hsa3760
D02537,hsa3762
D00761,hsa1135
D00761,hsa1134
D00761,hsa1140
D00761,hsa1144
D00761,hsa1145
D00761,hsa1146
D08490,hsa6331
D08490,hsa6323
D08490,hsa6335
D08490,hsa6326
D08490,hsa6329
D08490,hsa6336
D08490,hsa11280
D08490,hsa6334
D08490,hsa6328
D11349,hsa5024
DB14754,hsa6531
DB14754,hsa6530
D10305,hsa6261
D10305,hsa6262
D10305,hsa6263
D04728,hsa2902
D04728,hsa2903
D04728,hsa2904
D04728,hsa2905
D04728,hsa2906
D03914,hsa775
D03914,hsa776
D03914,hsa778
D03914,hsa779
D03914,hsa3752
D03914,hsa3757
D03914,hsa3784
D03914,hsa3760
D03914,hsa3762
D03914,hsa3767
D04257,hsa2561
D04257,hsa2562
D04257,hsa2554
D04257,hsa2555
D04257,hsa2556
D04257,hsa2557
D04257,hsa2558
D04257,hsa2559
D04257,hsa2560
D04257,hsa2563
D04257,hsa2564
D04257,hsa2565
D04257,hsa2566
D04257,hsa2567
D04257,hsa2568
D04257,hsa55879
D05076,hsa1136
D05076,hsa1141
D04300,hsa2554
D04300,hsa2555
D04300,hsa2556
D04300,hsa2557
D04300,hsa2558
D04300,hsa2559
D04300,hsa2560
D04300,hsa2562
D04300,hsa2561
D04300,hsa2563
D04300,hsa2564
D04300,hsa2565
D04300,hsa2566
D04300,hsa2567
D04300,hsa2568
D04300,hsa55879
D00639,hsa6323
D00639,hsa6326
D00639,hsa6328
D00639,hsa6329
D00639,hsa6331
D00639,hsa6334
D00639,hsa6335
D00639,hsa6336
D00639,hsa11280
DB11273,hsa3359
DB11273,hsa285242
DB11273,hsa9177
DB11273,hsa200909
DB11273,hsa170572
D07511,hsa6532
D07511,hsa6531
D07511,hsa6530
D01171,hsa775
D01171,hsa776
D01171,hsa778
D01171,hsa779
D10184,hsa6532
D10184,hsa3359
D10184,hsa285242
D10184,hsa200909
D10184,hsa170572
D10184,hsa9177
D00354,hsa2554
D00354,hsa2555
D00354,hsa2556
D00354,hsa2557
D00354,hsa2558
D00354,hsa2559
D00354,hsa2560
D00354,hsa2561
D00354,hsa2562
D00354,hsa2563
D00354,hsa2564
D00354,hsa2565
D00354,hsa2566
D00354,hsa2567
D00354,hsa2568
D00354,hsa55879
D00354,hsa3359
D00354,hsa6326
D00354,hsa777
D00354,hsa6323
D00354,hsa6328
D00354,hsa6329
D00354,hsa6331
D00354,hsa6334
D00354,hsa6335
D00354,hsa6336
D00354,hsa11280
D02818,hsa8989
D02202,hsa1134
D02202,hsa1135
D02202,hsa1136
D02202,hsa1137
D02202,hsa1138
D02202,hsa8973
D02202,hsa1139
D02202,hsa55584
D02202,hsa57053
D02202,hsa1140
D02202,hsa1141
D02202,hsa1142
D02202,hsa1143
D02202,hsa1144
D02202,hsa1145
D02202,hsa1146
DB14509,hsa2892
D10689,hsa3736
D10689,hsa3737
D10689,hsa3738
D10689,hsa3739
D10689,hsa3741
D10689,hsa3742
D10689,hsa3743
D10689,hsa3744
D10689,hsa3745
D10689,hsa9312
D10689,hsa3746
D10689,hsa3747
D10689,hsa3748
D10689,hsa3749
D10689,hsa3750
D10689,hsa3751
D10689,hsa3752
D08458,hsa6331
D08458,hsa3757
D08458,hsa6323
D08458,hsa6335
D08458,hsa3775
D08458,hsa6326
D08458,hsa6334
D08458,hsa6329
D08458,hsa3783
D08458,hsa6336
D08458,hsa11280
D08458,hsa9424
D08458,hsa6328
D02594,hsa2554
D02594,hsa2555
D02594,hsa2556
D02594,hsa2557
D02594,hsa2558
D02594,hsa2559
D02594,hsa2560
D02594,hsa2562
D02594,hsa2561
D02594,hsa2563
D02594,hsa2564
D02594,hsa2565
D02594,hsa2566
D02594,hsa2567
D02594,hsa2568
D02594,hsa55879
D02239,hsa6323
D02239,hsa6326
D02239,hsa6328
D02239,hsa6329
D02239,hsa6331
D02239,hsa6334
D02239,hsa6335
D02239,hsa6336
D02239,hsa11280
D00058,hsa2554
D00058,hsa2555
D00058,hsa2556
D00058,hsa2557
D00058,hsa2558
D00058,hsa2559
D00058,hsa2560
D00058,hsa2562
D00058,hsa2561
D00058,hsa2563
D00058,hsa2564
D00058,hsa2565
D00058,hsa2566
D00058,hsa2567
D00058,hsa2568
D00058,hsa55879
D07805,hsa6532
D08667,hsa8913
D08667,hsa8912
D08667,hsa8911
D01705,hsa7224
DB00622,hsa783
DB00622,hsa775
DB00622,hsa781
DB00622,hsa776
DB00622,hsa779
DB00622,hsa778
D09759,hsa3757
D00725,hsa3359
D00725,hsa285242
D00725,hsa200909
D00725,hsa170572
D00725,hsa9177
D02253,hsa2554
D02253,hsa2555
D02253,hsa2556
D02253,hsa2557
D02253,hsa2558
D02253,hsa2559
D02253,hsa2560
D02253,hsa2562
D02253,hsa2561
D02253,hsa2563
D02253,hsa2564
D02253,hsa2565
D02253,hsa2566
D02253,hsa2567
D02253,hsa2568
D02253,hsa55879
D02253,hsa116443
D02253,hsa2898
D02253,hsa2906
D02253,hsa1139
D02253,hsa116444
D02253,hsa2905
D02253,hsa2904
D02253,hsa2891
D02253,hsa1137
D02253,hsa2903
D02253,hsa2902
D08347,hsa6530
D03037,hsa3757
D03037,hsa3784
D04642,hsa3359
D04642,hsa285242
D04642,hsa200909
D04642,hsa170572
D04642,hsa9177
D02839,hsa1137
D02839,hsa1141
D06653,hsa3736
D08029,hsa6530
D10626,hsa1139
D02780,hsa2902
D02780,hsa2903
D02780,hsa2904
D02780,hsa2905
D02780,hsa2906
D02780,hsa2561
D02780,hsa2565
D02780,hsa116443
D02780,hsa2563
D02780,hsa2556
D02780,hsa2555
D02780,hsa2554
D02780,hsa2558
D02780,hsa116444
D02780,hsa2567
D02780,hsa2564
D02780,hsa2559
D02780,hsa2560
D02780,hsa2566
D02780,hsa55879
D02780,hsa2568
