drug_id,hsa_id
D07833,hsa146
D07833,hsa150
D07833,hsa151
D07833,hsa152
D00676,hsa3351
D00676,hsa3352
D00676,hsa3355
D00676,hsa3350
D10171,hsa3358
D05642,hsa5737
D02726,hsa5732
D03914,hsa148
D03914,hsa147
D03914,hsa146
D03914,hsa153
D03568,hsa3269
D04055,hsa3269
D04055,hsa3356
D04055,hsa147
D04055,hsa4986
D04055,hsa146
D04055,hsa150
D04055,hsa3358
D04055,hsa148
D08322,hsa151
D08322,hsa146
D08322,hsa152
D08322,hsa150
D08322,hsa147
D08322,hsa148
D03361,hsa64805
D10364,hsa148
D10364,hsa147
D10364,hsa150
D10364,hsa151
D10364,hsa152
D10364,hsa1813
D10364,hsa1131
D10364,hsa1128
D10364,hsa3358
D10364,hsa1129
D10364,hsa3269
D10364,hsa3352
D10364,hsa3351
D10364,hsa3350
D10364,hsa3354
D10364,hsa3363
D10364,hsa1812
D10364,hsa1816
D10364,hsa3356
D10364,hsa1814
D10364,hsa1815
D10364,hsa3362
D10364,hsa1132
D10364,hsa1133
DB00697,hsa151
DB00697,hsa146
DB00697,hsa152
DB00697,hsa150
DB00697,hsa147
DB00697,hsa148
D05632,hsa4988
D06268,hsa4988
D09797,hsa5021
D08945,hsa154
D03373,hsa2693
D05779,hsa1128
D01231,hsa1128
D01231,hsa1129
D01231,hsa1131
D01231,hsa1132
D01231,hsa1133
D01453,hsa134
D01453,hsa135
D08342,hsa1813
D03725,hsa4988
D03725,hsa4985
D08653,hsa1128
D08653,hsa1129
D08653,hsa1131
D08653,hsa1132
D08653,hsa1133
D06671,hsa150
D06671,hsa151
D06671,hsa152
DB00942,hsa1128
D02076,hsa150
D02076,hsa151
D02076,hsa152
D08647,hsa134
D08647,hsa135
D08647,hsa136
D08647,hsa140
D11320,hsa150
D11320,hsa151
D11320,hsa152
D07718,hsa1813
D07402,hsa3269
D08284,hsa151
D08284,hsa153
D08284,hsa155
D08284,hsa146
D08284,hsa152
D08284,hsa150
D08284,hsa147
D08284,hsa148
D08284,hsa154
D00665,hsa3269
D05008,hsa1813
D05008,hsa3360
D05008,hsa1128
D04320,hsa3356
D04320,hsa3357
D04320,hsa3358
D07958,hsa3269
D04501,hsa6915
D03711,hsa1129
D03711,hsa1132
D03711,hsa1133
D03711,hsa1131
D03711,hsa1128
D00284,hsa4158
DB00918,hsa3351
DB00918,hsa3352
D04174,hsa2798
D09842,hsa148
D09842,hsa147
D09842,hsa146
D09842,hsa150
D09842,hsa151
D09842,hsa152
D09842,hsa153
D09842,hsa154
D09842,hsa155
D00440,hsa3274
D05085,hsa1241
D05085,hsa56413
D08065,hsa5739
D10699,hsa151306
D11292,hsa4988
D08207,hsa148
D08207,hsa147
D08207,hsa146
D08207,hsa150
D08207,hsa151
D08207,hsa152
D08207,hsa3357
D08207,hsa1812
D08090,hsa153
D08090,hsa155
D08090,hsa154
D02577,hsa3350
D02577,hsa3356
D02577,hsa1815
D02577,hsa3357
D02577,hsa3358
D07301,hsa1128
D07301,hsa1129
D07301,hsa1131
D07301,hsa1132
D07301,hsa1133
D01512,hsa153
D01512,hsa154
D01512,hsa155
D01346,hsa2918
D10433,hsa155
D03729,hsa153
D03729,hsa155
D03729,hsa3351
D03729,hsa3350
D03729,hsa154
D02358,hsa153
D02358,hsa154
D03121,hsa3350
D00636,hsa148
D00636,hsa147
D00636,hsa146
D00636,hsa153
D02064,hsa1128
D02064,hsa1129
D02064,hsa1131
D02064,hsa1132
D02064,hsa1133
D02849,hsa10800
D04488,hsa1812
D04488,hsa1813
D04122,hsa6869
D04223,hsa150
D04223,hsa151
D04223,hsa152
D01831,hsa2798
D07990,hsa153
D07990,hsa155
D07990,hsa154
DB11186,hsa4988
DB11186,hsa4986
D00426,hsa148
D00426,hsa147
D00426,hsa150
D00426,hsa151
D00426,hsa152
D00426,hsa1813
D00426,hsa3358
D00426,hsa3269
D00426,hsa3352
D00426,hsa3350
D00426,hsa3363
D00426,hsa1812
D00426,hsa3356
D00426,hsa1814
D00426,hsa1815
D00426,hsa146
D01692,hsa148
D01692,hsa147
D01692,hsa146
D03858,hsa1131
D03858,hsa1128
D03858,hsa1129
D03858,hsa1132
D03858,hsa1133
D02092,hsa3356
D02092,hsa3360
D06192,hsa1128
D06192,hsa1129
D06192,hsa1131
D06192,hsa1132
D06192,hsa1133
D10939,hsa1128
D10939,hsa1129
D10939,hsa1131
D10939,hsa1132
D10939,hsa1133
D10309,hsa147
D10309,hsa152
D10309,hsa1813
D10309,hsa3350
D10309,hsa3356
D00996,hsa151
D00996,hsa153
D00996,hsa155
D00996,hsa146
D00996,hsa152
D00996,hsa150
D00996,hsa147
D00996,hsa148
D00996,hsa154
D08850,hsa155
D03088,hsa1128
D03088,hsa1129
D03088,hsa1131
D03088,hsa1132
D03088,hsa1133
D07475,hsa5021
D01444,hsa148
D01444,hsa147
D01444,hsa146
D01444,hsa153
D01444,hsa154
D01444,hsa155
D04061,hsa2852
DB00797,hsa151
DB00797,hsa3269
DB00797,hsa3274
DB00797,hsa146
DB00797,hsa152
DB00797,hsa150
DB00797,hsa147
DB00797,hsa148
D00394,hsa148
D00394,hsa147
D00394,hsa150
D00394,hsa151
D00394,hsa153
D00394,hsa154
D00394,hsa155
D00394,hsa1813
D00394,hsa1131
D00394,hsa1128
D00394,hsa3358
D00394,hsa1129
D00394,hsa3269
D00394,hsa3352
D00394,hsa3350
D00394,hsa1812
D00394,hsa1816
D00394,hsa3356
D00394,hsa1132
D00394,hsa1133
D00394,hsa3577
D08206,hsa151
D08206,hsa153
D08206,hsa155
D08206,hsa146
D08206,hsa152
D08206,hsa150
D08206,hsa147
D08206,hsa148
D08206,hsa154
D04823,hsa2798
D01188,hsa5739
D01978,hsa154
DB14487,hsa623
D02104,hsa4985
D02104,hsa4986
D02104,hsa4988
D05597,hsa64805
D02338,hsa153
D02338,hsa154
D02338,hsa155
D02102,hsa4988
D02102,hsa4985
D05012,hsa1128
D05012,hsa1129
D05012,hsa1131
D05012,hsa1132
D05012,hsa1133
D07560,hsa148
D07560,hsa147
D07560,hsa146
D01297,hsa1128
D01297,hsa1129
D01297,hsa1131
D01297,hsa1132
D01297,hsa1133
D08435,hsa153
D08435,hsa154
D00535,hsa2550
D08511,hsa150
D08511,hsa151
D08511,hsa152
D01349,hsa154
D07140,hsa6915
D09645,hsa3356
D01130,hsa1813
D01130,hsa1815
D01130,hsa1812
D05087,hsa150
D05087,hsa151
D05087,hsa152
D04087,hsa1128
D04087,hsa1129
D04087,hsa1131
D04087,hsa1132
D04087,hsa1133
D07124,hsa148
D07124,hsa147
D07124,hsa146
D02723,hsa5731
D06240,hsa5732
D00598,hsa153
D00598,hsa154
D10349,hsa4988
D02566,hsa148
D02566,hsa147
D02566,hsa146
D02566,hsa150
D02566,hsa151
D02566,hsa152
D02566,hsa1813
D02566,hsa1131
D02566,hsa1128
D02566,hsa3358
D02566,hsa1129
D02566,hsa3269
D02566,hsa3363
D02566,hsa3356
D02566,hsa1132
D02566,hsa1133
D02566,hsa11255
D02566,hsa59340
D07977,hsa1813
D07977,hsa3358
D07977,hsa1812
D07977,hsa3356
DB00297,hsa5731
D08305,hsa3269
D08432,hsa3269
D04128,hsa1909
DB01409,hsa1131
DB01409,hsa1128
DB01409,hsa1129
DB01409,hsa1132
DB01409,hsa1133
D01007,hsa1128
D01007,hsa1129
D01007,hsa1131
D01007,hsa1132
D01007,hsa1133
D08257,hsa148
D08257,hsa147
D08257,hsa150
D08257,hsa3358
D08257,hsa3350
D08257,hsa3356
D08257,hsa146
D03859,hsa1128
D03859,hsa1129
D03859,hsa1131
D03859,hsa1132
D03859,hsa1133
D00835,hsa4988
D00757,hsa148
D00757,hsa147
D00757,hsa146
D00757,hsa150
D00757,hsa151
D00757,hsa152
D02212,hsa1128
D02212,hsa1129
D02212,hsa1131
D02212,hsa1132
D02212,hsa1133
D00607,hsa148
D00607,hsa147
D00607,hsa146
D00607,hsa150
D00607,hsa151
D00607,hsa152
D09397,hsa1813
D09397,hsa1814
D09397,hsa3350
D08971,hsa7852
D07197,hsa3269
D02048,hsa5739
D00635,hsa153
D00635,hsa154
D03503,hsa3274
D01571,hsa148
D01571,hsa147
D01571,hsa146
D01786,hsa3269
D00840,hsa4988
D02976,hsa153
D02976,hsa154
D02976,hsa155
D00659,hsa3269
D00659,hsa3274
D08691,hsa1812
D08691,hsa1813
D04531,hsa148
D04531,hsa147
D04531,hsa146
D00371,hsa134
D00371,hsa135
D00371,hsa136
DB08936,hsa3269
D03694,hsa2798
D02641,hsa1812
D02641,hsa1813
D01385,hsa10800
D01385,hsa5739
D10424,hsa3355
D01295,hsa1813
D01295,hsa1131
D01295,hsa1128
D01295,hsa1129
D01295,hsa3269
D01295,hsa1812
D01295,hsa1816
D01295,hsa1132
D01295,hsa1133
D01295,hsa1814
D07401,hsa3269
D03864,hsa5029
D04889,hsa153
D04889,hsa154
D04889,hsa155
D05690,hsa1813
D10915,hsa1268
D10915,hsa2841
D10915,hsa4988
D10915,hsa3356
D10915,hsa134
D10915,hsa9290
D10915,hsa2835
D10915,hsa4985
D10915,hsa1269
D10915,hsa3350
D03634,hsa4887
D02389,hsa153
D02389,hsa154
D02389,hsa155
D05039,hsa1813
D05039,hsa1128
D05039,hsa3358
D05039,hsa3357
D05039,hsa1812
D05039,hsa3356
D00601,hsa153
D00601,hsa154
D03982,hsa3351
D03982,hsa3352
D08495,hsa3274
D00671,hsa3269
D03087,hsa1129
D03087,hsa1132
D03087,hsa1133
D03087,hsa1131
D03087,hsa1128
D03881,hsa153
D03881,hsa154
D03881,hsa147
D03881,hsa146
D03881,hsa148
D06659,hsa10800
D05476,hsa154
D06495,hsa6751
D06495,hsa6755
D06495,hsa6752
D02950,hsa3269
D02878,hsa4988
D02878,hsa4986
D02878,hsa4985
D00456,hsa4988
D00456,hsa3351
D00456,hsa3350
D00456,hsa3360
DB11591,hsa3269
D04895,hsa135
D07730,hsa5737
D03156,hsa4988
D07171,hsa1910
D07171,hsa1909
D01454,hsa153
D01454,hsa154
D01454,hsa155
D05812,hsa6751
D05812,hsa6752
D05812,hsa6753
D05812,hsa6754
D05812,hsa6755
D07713,hsa153
D07713,hsa155
D07713,hsa154
D04883,hsa151
D04883,hsa152
D04883,hsa150
D08247,hsa4986
D08247,hsa4988
D00295,hsa3274
D08362,hsa151
D08362,hsa146
D08362,hsa152
D08362,hsa150
D08362,hsa147
D08362,hsa148
D02034,hsa150
D02034,hsa151
D02034,hsa152
D00843,hsa4985
D00843,hsa4986
D00843,hsa4988
D00281,hsa148
D00281,hsa147
D00281,hsa146
D00281,hsa150
D00281,hsa151
D00281,hsa152
D01592,hsa3269
D01592,hsa11255
D10971,hsa140
D01795,hsa153
D01795,hsa154
D01795,hsa155
D02625,hsa1813
D07557,hsa4988
DB06480,hsa3360
D10690,hsa4988
D01017,hsa148
D01017,hsa147
D01017,hsa146
D01017,hsa150
D01017,hsa151
D01017,hsa152
D01017,hsa153
D01017,hsa154
D01017,hsa155
D02109,hsa151
D02109,hsa153
D02109,hsa155
D02109,hsa146
D02109,hsa152
D02109,hsa150
D02109,hsa147
D02109,hsa148
D02109,hsa154
D08366,hsa147
D08366,hsa148
D08366,hsa146
D01386,hsa151
D01386,hsa153
D01386,hsa155
D01386,hsa146
D01386,hsa152
D01386,hsa150
D01386,hsa147
D01386,hsa148
D01386,hsa154
D05740,hsa3351
D05740,hsa3352
D05740,hsa3355
D10180,hsa1131
D10180,hsa1128
D10180,hsa1129
D10180,hsa1132
D10180,hsa1133
D09366,hsa1813
D09366,hsa1814
D09366,hsa3350
D08323,hsa4988
D08323,hsa4985
D02604,hsa1812
D02604,hsa1813
D00644,hsa153
D08473,hsa4988
D08473,hsa4986
D08473,hsa4985
D08054,hsa3269
D03742,hsa4988
D03742,hsa4986
D03742,hsa4985
D02613,hsa1813
D02613,hsa3269
D02613,hsa1812
D02613,hsa3356
D02613,hsa1816
D02613,hsa150
D02613,hsa148
D09693,hsa3360
DB01148,hsa1128
DB01148,hsa1129
D08172,hsa1813
D00776,hsa150
D00776,hsa151
D00776,hsa152
D00776,hsa147
D00776,hsa146
D00776,hsa148
DB06706,hsa148
D01691,hsa148
D01691,hsa147
D01691,hsa146
D01691,hsa153
D01691,hsa154
D01691,hsa155
D03887,hsa148
D03887,hsa147
D03887,hsa146
D03887,hsa150
D03887,hsa151
D03887,hsa152
D01126,hsa222545
D01745,hsa1813
D01745,hsa1814
D00419,hsa5732
D00419,hsa5733
D00419,hsa5734
D00419,hsa5731
D01201,hsa1128
D01201,hsa1129
D01201,hsa1131
D01201,hsa1132
D01201,hsa1133
D07181,hsa153
D07181,hsa154
D07181,hsa155
D01467,hsa3274
D05306,hsa3274
D07904,hsa4986
D07904,hsa4988
D00645,hsa153
D00645,hsa154
D08318,hsa153
D08318,hsa155
D08318,hsa154
D05339,hsa148
D05339,hsa147
D05339,hsa150
D05339,hsa151
D05339,hsa152
D05339,hsa1813
D05339,hsa3358
D05339,hsa3269
D05339,hsa3352
D05339,hsa3350
D05339,hsa3363
D05339,hsa1812
D05339,hsa3356
D05339,hsa1814
D05339,hsa1815
D07460,hsa150
D07460,hsa151
D07460,hsa152
D07460,hsa1813
D07460,hsa3358
D07460,hsa3352
D07460,hsa3351
D07460,hsa3350
D07460,hsa3357
D07460,hsa1812
D07460,hsa1816
D07460,hsa3356
D07460,hsa1814
D07460,hsa1815
D08118,hsa3269
D09358,hsa3350
D10692,hsa4988
D01477,hsa1813
D01477,hsa3269
D01477,hsa3356
D01477,hsa3357
D01477,hsa3358
D08106,hsa148
D08106,hsa147
D08106,hsa146
D08106,hsa153
D08106,hsa154
D00282,hsa338442
D08411,hsa148
D08411,hsa147
D08411,hsa146
D08411,hsa150
D08411,hsa151
DB00599,hsa1131
D00997,hsa148
D00997,hsa147
D00997,hsa146
D00997,hsa150
D00997,hsa151
D00997,hsa152
D00997,hsa3274
D00997,hsa3269
D04184,hsa148
D07823,hsa1128
D07823,hsa1129
D07823,hsa1131
D07823,hsa1132
D07823,hsa1133
D02609,hsa1813
D02609,hsa147
D02609,hsa151
D02609,hsa152
D02609,hsa146
D02609,hsa150
D02609,hsa148
D02609,hsa3269
D08026,hsa4889
D07286,hsa4988
D07286,hsa4986
D07286,hsa4985
D01165,hsa1128
D01165,hsa1129
D01165,hsa1131
D01165,hsa1132
D01165,hsa1133
D05677,hsa1813
D10545,hsa1128
D10545,hsa1129
D10545,hsa1131
D10545,hsa1132
D10545,hsa1133
D10545,hsa154
D04479,hsa1128
D04479,hsa1129
D04479,hsa1131
D04479,hsa1132
D04479,hsa1133
D00608,hsa148
D00608,hsa147
D00608,hsa146
DB00202,hsa1131
DB00202,hsa1128
DB00202,hsa1129
D10118,hsa5021
D08040,hsa3269
D08040,hsa3274
D08040,hsa59340
D08040,hsa11255
DB00865,hsa148
DB00865,hsa150
D00988,hsa2798
D01929,hsa1131
D09994,hsa5739
D07227,hsa552
D07227,hsa553
D07227,hsa554
D00717,hsa1128
D00717,hsa1129
D00717,hsa1131
D10989,hsa1128
D10989,hsa1129
D10989,hsa1131
D10989,hsa1132
D10989,hsa1133
D07102,hsa1813
DB01593,hsa623
D00366,hsa552
D00366,hsa554
D00366,hsa553
D00760,hsa1129
D05206,hsa148
D05206,hsa147
D05206,hsa146
D05206,hsa150
D05206,hsa151
D05206,hsa152
D05206,hsa153
D05206,hsa154
D05206,hsa155
D03854,hsa3269
D03854,hsa1129
D11446,hsa5739
D04788,hsa3356
D08101,hsa4985
D08101,hsa4986
D08101,hsa4988
D08487,hsa150
D08487,hsa151
D08487,hsa152
D02750,hsa1128
D05792,hsa153
D05792,hsa154
D05792,hsa155
D00511,hsa148
D00511,hsa147
D00511,hsa146
D06395,hsa4986
D10703,hsa5739
D11345,hsa6870
D05011,hsa153
D05011,hsa154
D08637,hsa1813
D10436,hsa4988
D10436,hsa4987
D06327,hsa3350
D01021,hsa148
D01021,hsa147
D01021,hsa146
D07451,hsa148
D07451,hsa147
D07451,hsa146
D07451,hsa153
D07451,hsa154
D04187,hsa1901
D09608,hsa64805
D11009,hsa154
D10735,hsa59340
D02149,hsa148
D02149,hsa147
D02149,hsa146
D02149,hsa150
D02149,hsa151
D02149,hsa152
D02149,hsa153
D02149,hsa154
D02149,hsa155
D07878,hsa3269
D07878,hsa1128
DB01186,hsa151
DB01186,hsa1813
DB01186,hsa3358
DB01186,hsa1814
DB01186,hsa1812
DB01186,hsa3357
DB01186,hsa3356
DB01186,hsa3352
DB01186,hsa1815
DB01186,hsa3351
DB01186,hsa146
DB01186,hsa152
DB01186,hsa150
DB01186,hsa147
DB01186,hsa1816
DB01186,hsa3350
DB01186,hsa148
D02407,hsa150
D02407,hsa151
D02407,hsa152
D07976,hsa1812
D07976,hsa1813
D01226,hsa1814
D01226,hsa1813
D01113,hsa886
DB01625,hsa1131
DB01625,hsa1132
D00778,hsa1128
D00778,hsa1129
D00778,hsa1131
D00778,hsa1132
D00778,hsa1133
D00778,hsa3269
D03274,hsa1128
D03274,hsa1129
D03274,hsa1131
D03274,hsa1132
D03274,hsa1133
D03274,hsa150
D03274,hsa151
D03274,hsa152
D03274,hsa1813
D03274,hsa3269
D03274,hsa3356
D03274,hsa3357
D03274,hsa3358
D03274,hsa1815
D03274,hsa1814
D03274,hsa1812
D03274,hsa1816
D03274,hsa59340
D03274,hsa146
D03274,hsa148
D03274,hsa147
D03274,hsa3362
D03274,hsa3363
D03274,hsa3350
D05907,hsa4986
D00782,hsa1128
D00782,hsa1129
D00782,hsa1131
D00782,hsa1132
D00782,hsa1133
D06330,hsa1128
D06330,hsa1132
D07440,hsa3350
DB00964,hsa151
DB00964,hsa148
DB00964,hsa152
DB00964,hsa150
D00374,hsa1813
D00374,hsa1812
D00374,hsa3356
D10493,hsa134
D00139,hsa3577
D00283,hsa148
D00283,hsa147
D00283,hsa150
D00283,hsa151
D00283,hsa152
D00283,hsa1813
D00283,hsa1131
D00283,hsa1128
D00283,hsa3358
D00283,hsa1129
D00283,hsa3269
D00283,hsa3352
D00283,hsa3351
D00283,hsa3350
D00283,hsa3354
D00283,hsa3363
D00283,hsa1812
D00283,hsa3356
D00283,hsa1814
D00283,hsa1815
D00283,hsa3362
D00283,hsa1132
D00283,hsa1133
D00283,hsa59340
D00283,hsa146
D00283,hsa1816
D00283,hsa3355
D00283,hsa3357
D00283,hsa3360
D00283,hsa3361
D08347,hsa148
D08347,hsa147
D01522,hsa1813
D01713,hsa148
D01713,hsa150
D01713,hsa3269
D01713,hsa3363
D01713,hsa3356
D01713,hsa3274
D01713,hsa146
D01713,hsa147
D01713,hsa151
D00688,hsa154
D00688,hsa153
D00688,hsa155
DB09195,hsa148
DB09195,hsa147
DB09195,hsa146
DB09195,hsa150
DB09195,hsa151
DB09195,hsa152
DB09195,hsa3358
DB09195,hsa3269
DB09195,hsa3356
D00300,hsa11255
D00300,hsa3269
D00300,hsa59340
D00300,hsa1129
D07795,hsa150
D07795,hsa151
D07795,hsa152
D09392,hsa10203
D03648,hsa148
D03648,hsa147
D03648,hsa146
DB00706,hsa147
DB00706,hsa148
DB00706,hsa146
D03506,hsa3356
D03506,hsa3358
D02719,hsa5737
D07072,hsa3274
D00525,hsa1131
D00525,hsa1128
D00525,hsa1129
D00525,hsa1132
D01460,hsa3269
D02623,hsa1813
D05053,hsa2862
D02535,hsa1128
D02535,hsa1129
D02535,hsa1131
D02535,hsa1132
D02535,hsa1133
D06877,hsa1128
D06019,hsa134
D02371,hsa1813
D05418,hsa1128
D05418,hsa1129
D05418,hsa1131
D05418,hsa1132
D05418,hsa1133
D03979,hsa1128
D03979,hsa1129
D03979,hsa1131
D03979,hsa1132
D03979,hsa1133
D09991,hsa135
D11370,hsa6869
D03195,hsa153
D05660,hsa3269
D01123,hsa6915
DB13925,hsa6752
D09878,hsa729230
D09878,hsa1234
DB04948,hsa151
DB04948,hsa3358
DB04948,hsa3352
DB04948,hsa152
DB04948,hsa150
DB04948,hsa3350
DB04948,hsa148
DB04948,hsa3363
D00791,hsa1813
D00791,hsa1812
D00791,hsa3356
D00791,hsa3358
D03642,hsa6915
D07916,hsa153
D05048,hsa4988
D03966,hsa2912
D03966,hsa2913
D03966,hsa2916
D03966,hsa2918
D11630,hsa134
D11630,hsa136
D08509,hsa2692
D00303,hsa1131
D00303,hsa1128
D00303,hsa1129
D05037,hsa154
D05691,hsa154
DB01019,hsa1131
DB01019,hsa1128
DB01019,hsa1129
DB01019,hsa1132
D05801,hsa185
D09363,hsa1268
D03002,hsa150
D03002,hsa151
D03002,hsa152
D04980,hsa3269
D02237,hsa146
D02237,hsa147
D02237,hsa148
D02237,hsa150
D02237,hsa151
D02237,hsa152
D02093,hsa154
D02354,hsa1813
D02354,hsa1812
D02354,hsa1815
D02354,hsa1128
D02354,hsa1129
D02354,hsa1131
D02354,hsa1132
D02354,hsa1133
D02354,hsa3269
D02354,hsa3356
D02354,hsa3358
D09003,hsa135
D03443,hsa887
D03443,hsa886
D02279,hsa222545
D01548,hsa1813
D01548,hsa1814
D01548,hsa1815
D07482,hsa3269
D10740,hsa4988
D03290,hsa3269
D03290,hsa1128
D03290,hsa1132
D03290,hsa1133
D03290,hsa3356
D03290,hsa1129
D03290,hsa3274
D03290,hsa1813
D03290,hsa1131
D03290,hsa148
D07665,hsa3973
D07665,hsa2798
D03360,hsa3269
D03360,hsa1129
D10742,hsa6869
D01521,hsa1128
D01521,hsa1129
D01521,hsa1131
D01521,hsa1132
D01521,hsa1133
D01898,hsa1813
D01898,hsa1812
D01898,hsa2847
D01898,hsa151
D01898,hsa3356
D01898,hsa152
D01898,hsa148
D01898,hsa1814
D01898,hsa1131
D01898,hsa3362
D01898,hsa3350
D01898,hsa150
D01898,hsa3358
D01898,hsa3363
D01898,hsa3269
D11510,hsa7852
D04765,hsa150
D04765,hsa151
D04765,hsa152
D06355,hsa3274
D09801,hsa4157
D09801,hsa4158
D09801,hsa4159
D09801,hsa4160
D09801,hsa4161
D08368,hsa151
D08368,hsa1812
D08368,hsa153
D08368,hsa155
D08368,hsa146
D08368,hsa152
D08368,hsa150
D08368,hsa147
D08368,hsa148
D08368,hsa154
D01236,hsa552
D01236,hsa554
D10938,hsa1131
D10965,hsa5732
D09824,hsa6915
D10660,hsa2693
D00437,hsa146
D00437,hsa147
D00437,hsa148
D00437,hsa150
D00437,hsa151
D00437,hsa153
D00437,hsa154
D00437,hsa155
D00437,hsa3577
D01712,hsa134
D01712,hsa136
D01712,hsa135
D07448,hsa148
D07448,hsa147
D07448,hsa146
D07448,hsa150
D07448,hsa1131
D07448,hsa1128
D07448,hsa4988
D07448,hsa3358
D07448,hsa4986
D07448,hsa4985
D07448,hsa1129
D07448,hsa3269
D07448,hsa3352
D07448,hsa3351
D07448,hsa3350
D07448,hsa3363
D07448,hsa3356
D07448,hsa3362
D07448,hsa1132
D07448,hsa1133
D07448,hsa3274
D07448,hsa59340
D00410,hsa3577
D03518,hsa11255
D09696,hsa154
D08425,hsa1131
D08425,hsa1128
D08425,hsa1129
D08425,hsa1132
D08425,hsa1133
D09954,hsa1813
D01818,hsa887
D00726,hsa1813
D00726,hsa1128
D00726,hsa3360
D00726,hsa1814
D00726,hsa3350
D00726,hsa3351
D00726,hsa3352
D00726,hsa3354
D00726,hsa3355
D00726,hsa3356
D00726,hsa3357
D00726,hsa3358
D00726,hsa3361
D00726,hsa3362
D00726,hsa8843
D10174,hsa135
D05299,hsa4986
D01674,hsa148
D01674,hsa147
D01674,hsa146
D10387,hsa3579
D04708,hsa148
D04708,hsa153
D04708,hsa147
D04708,hsa146
D04708,hsa154
D02775,hsa1812
D03076,hsa1128
D03076,hsa1129
D03076,hsa1131
D03076,hsa1132
D03076,hsa1133
D08074,hsa153
D08074,hsa154
D08074,hsa3351
D08074,hsa3350
D08074,hsa155
D00597,hsa153
D00597,hsa154
